,host_id,neighbourhood_f,longitude,room_type_f,calculated_host_listings_count,availability_365
102,20543178.0,6.0,-73.93705,1.0,2.0,180.0
103,228980689.0,30.0,-73.92763,1.0,1.0,286.0
104,221204634.0,178.0,-73.74383,1.0,1.0,21.0
105,1468472.0,99.0,-73.90514,1.0,1.0,0.0
106,263440435.0,56.0,-73.92155,1.0,1.0,320.0
107,61649970.0,5.0,-73.97299,1.0,2.0,217.0
108,1722812.0,19.0,-73.98675,1.0,1.0,0.0
109,248731701.0,112.0,-73.78312,0.0,1.0,177.0
110,107291364.0,193.0,-73.98521,2.0,1.0,0.0
111,19289434.0,28.0,-73.96036,1.0,1.0,0.0
112,9195264.0,12.0,-73.95508,1.0,1.0,0.0
113,1478269.0,6.0,-73.95452,0.0,2.0,49.0
114,51502398.0,15.0,-73.94992,1.0,1.0,54.0
115,31480299.0,13.0,-73.96902,0.0,1.0,0.0
116,6407054.0,2.0,-73.95359,2.0,3.0,4.0
117,82512085.0,21.0,-73.91548,0.0,1.0,0.0
118,230049837.0,5.0,-73.98119,1.0,2.0,22.0
119,11523011.0,45.0,-73.96579,0.0,2.0,164.0
120,57630325.0,22.0,-73.96559,0.0,1.0,0.0
121,4478946.0,1.0,-73.97305,1.0,1.0,0.0
122,18362341.0,2.0,-73.94478,0.0,1.0,0.0
123,45600001.0,37.0,-73.83355,0.0,3.0,76.0
124,8261208.0,6.0,-73.94875,0.0,1.0,339.0
125,17558599.0,29.0,-73.9725,1.0,1.0,5.0
126,96755.0,9.0,-73.99158,1.0,1.0,7.0
127,30050649.0,19.0,-73.98737,1.0,1.0,0.0
128,256403429.0,54.0,-73.95159,0.0,5.0,77.0
129,229309933.0,37.0,-73.82459,0.0,2.0,365.0
130,6112537.0,12.0,-73.94014,0.0,2.0,0.0
131,244559229.0,14.0,-73.99224,0.0,9.0,245.0
132,20486410.0,7.0,-73.99461,0.0,1.0,134.0
133,493545.0,15.0,-73.94788,0.0,2.0,179.0
134,19196381.0,28.0,-73.95108,1.0,1.0,263.0
135,47577639.0,14.0,-74.00399,1.0,2.0,279.0
136,36678842.0,15.0,-73.95832,1.0,1.0,0.0
137,4311243.0,113.0,-73.98525,1.0,1.0,0.0
138,189404055.0,25.0,-73.93105,0.0,2.0,281.0
139,22577148.0,6.0,-73.93438,0.0,7.0,96.0
140,879277.0,12.0,-73.95873,2.0,1.0,135.0
141,6025804.0,6.0,-73.9289,0.0,1.0,0.0
142,263566379.0,6.0,-73.92512,1.0,1.0,12.0
143,49255756.0,12.0,-73.95817,0.0,1.0,0.0
144,18605510.0,6.0,-73.94873,0.0,1.0,0.0
145,11540159.0,16.0,-73.98316,0.0,2.0,0.0
146,6085353.0,12.0,-73.95633,0.0,1.0,179.0
147,3274929.0,22.0,-73.95817,2.0,1.0,84.0
148,34382987.0,19.0,-73.98407,0.0,1.0,0.0
149,6768659.0,16.0,-73.97709,1.0,1.0,199.0
150,10134825.0,23.0,-73.98456,1.0,4.0,0.0
151,94034963.0,2.0,-73.93965,1.0,1.0,0.0
152,57169534.0,11.0,-74.00713,1.0,1.0,365.0
153,53720018.0,1.0,-73.987,1.0,1.0,0.0
154,92493393.0,158.0,-74.11494,0.0,5.0,61.0
155,2571641.0,2.0,-73.952,1.0,3.0,0.0
156,33535691.0,7.0,-73.99774,0.0,1.0,26.0
157,243367528.0,56.0,-73.91366,0.0,7.0,313.0
158,2559004.0,4.0,-73.94037,0.0,5.0,353.0
159,5789204.0,76.0,-73.99902,0.0,1.0,70.0
160,13997669.0,30.0,-73.93905,1.0,1.0,30.0
161,11392362.0,1.0,-73.98308,0.0,1.0,9.0
162,4055091.0,19.0,-73.98012,0.0,1.0,0.0
163,9737872.0,123.0,-74.01103,1.0,1.0,0.0
164,9012184.0,12.0,-73.95788,1.0,1.0,250.0
165,2423107.0,24.0,-73.95965,1.0,1.0,0.0
166,194981782.0,2.0,-73.95175,0.0,1.0,120.0
167,10411521.0,19.0,-73.9834,1.0,1.0,0.0
168,11769840.0,6.0,-73.92428,0.0,2.0,5.0
169,240134265.0,60.0,-73.99643,0.0,3.0,174.0
170,213111794.0,152.0,-73.75735,0.0,4.0,179.0
171,217807790.0,12.0,-73.94657,1.0,1.0,354.0
172,62533391.0,111.0,-74.0072,0.0,7.0,177.0
173,50756378.0,89.0,-74.0855,2.0,7.0,37.0
174,232410.0,30.0,-73.94588,1.0,1.0,321.0
175,160565.0,6.0,-73.95604,1.0,1.0,0.0
176,33403059.0,21.0,-73.9336,0.0,3.0,0.0
177,267476000.0,7.0,-73.98891,0.0,1.0,167.0
178,4891915.0,6.0,-73.94319,0.0,1.0,69.0
179,132635232.0,2.0,-73.94478,0.0,1.0,362.0
180,1407676.0,12.0,-73.9589,0.0,4.0,273.0
181,7853594.0,28.0,-73.9626,1.0,2.0,4.0
182,42427554.0,21.0,-73.91387,0.0,1.0,0.0
183,31451454.0,1.0,-73.9831,1.0,1.0,263.0
184,5207582.0,45.0,-73.96015,1.0,1.0,0.0
185,15529083.0,15.0,-73.93495,1.0,1.0,362.0
186,171851.0,40.0,-73.98571,0.0,1.0,189.0
187,272265577.0,6.0,-73.93788,0.0,2.0,144.0
188,2787.0,67.0,-73.9741,0.0,6.0,174.0
189,137999892.0,110.0,-74.08765,0.0,7.0,337.0
190,46322461.0,12.0,-73.95767,0.0,1.0,0.0
191,3998751.0,17.0,-73.97832,1.0,1.0,16.0
192,89897015.0,49.0,-73.90758,1.0,1.0,0.0
193,385367.0,12.0,-73.95153,1.0,1.0,13.0
194,134946389.0,6.0,-73.93807,1.0,5.0,70.0
195,10674042.0,28.0,-73.94616,1.0,1.0,0.0
196,51522009.0,7.0,-73.99175,0.0,1.0,0.0
197,120875818.0,21.0,-73.92518,0.0,2.0,167.0
198,41191579.0,15.0,-73.93899,0.0,3.0,0.0
199,14680684.0,11.0,-74.00503,1.0,1.0,0.0
200,59262205.0,6.0,-73.90857,0.0,3.0,121.0
201,67746251.0,95.0,-73.84997,0.0,4.0,31.0
202,25165109.0,68.0,-73.98689,0.0,1.0,0.0
203,1606397.0,24.0,-73.95969,1.0,1.0,0.0
204,6883576.0,12.0,-73.94934,0.0,1.0,53.0
205,9667684.0,126.0,-73.90802,1.0,1.0,198.0
206,82460872.0,1.0,-73.98017,0.0,1.0,0.0
207,24450948.0,19.0,-73.98284,1.0,1.0,0.0
208,5239845.0,21.0,-73.90374,0.0,1.0,267.0
209,21410914.0,45.0,-73.95849,0.0,6.0,0.0
210,5654072.0,22.0,-73.95127,0.0,3.0,0.0
211,170026468.0,22.0,-73.96343,1.0,1.0,165.0
212,27591905.0,6.0,-73.91673,0.0,1.0,0.0
213,26819401.0,28.0,-73.95584,1.0,1.0,0.0
214,76765350.0,6.0,-73.95644,0.0,2.0,72.0
215,82359141.0,16.0,-73.97473,0.0,1.0,189.0
216,19986984.0,19.0,-73.98728,1.0,1.0,0.0
217,32220047.0,152.0,-73.75895,1.0,3.0,179.0
218,241924064.0,78.0,-74.06745,1.0,1.0,87.0
219,67677095.0,8.0,-73.96605,0.0,1.0,0.0
220,19807856.0,3.0,-73.96311,1.0,1.0,76.0
221,172130647.0,83.0,-73.88342,0.0,1.0,5.0
222,928165.0,21.0,-73.9114,0.0,1.0,0.0
223,17191693.0,12.0,-73.95466,0.0,2.0,0.0
224,238750007.0,2.0,-73.94939,1.0,3.0,310.0
225,191085997.0,171.0,-73.83026,1.0,3.0,1.0
226,2073942.0,29.0,-73.96842,1.0,1.0,0.0
227,4392420.0,21.0,-73.9269,1.0,1.0,0.0
228,203890641.0,49.0,-73.90852,0.0,2.0,208.0
229,2086194.0,29.0,-73.96709,0.0,1.0,189.0
230,139612.0,12.0,-73.94835,1.0,1.0,280.0
231,22737802.0,87.0,-73.85674,2.0,1.0,161.0
232,12327841.0,6.0,-73.92168,1.0,1.0,0.0
233,23839989.0,6.0,-73.93644,1.0,1.0,9.0
234,6354758.0,123.0,-74.00641,0.0,1.0,45.0
235,6482637.0,8.0,-73.96152,0.0,1.0,0.0
236,62023756.0,149.0,-73.7842,0.0,3.0,67.0
237,245002893.0,183.0,-73.73563,0.0,2.0,178.0
238,1837583.0,60.0,-73.99408,0.0,1.0,0.0
239,16356565.0,22.0,-73.95027,1.0,2.0,0.0
240,14564237.0,12.0,-73.95727,1.0,1.0,0.0
241,17845933.0,8.0,-73.9729,1.0,1.0,9.0
242,189646908.0,12.0,-73.94427,0.0,3.0,365.0
243,12374283.0,19.0,-73.97948,0.0,4.0,0.0
244,269264973.0,1.0,-73.96669,1.0,1.0,134.0
245,247815136.0,43.0,-74.01556,1.0,1.0,365.0
246,48859528.0,6.0,-73.93799,1.0,1.0,0.0
247,13483196.0,12.0,-73.96086,0.0,1.0,0.0
248,45406877.0,102.0,-74.00747,1.0,1.0,0.0
249,16664377.0,23.0,-73.98968,0.0,3.0,155.0
250,40711894.0,81.0,-73.88769,2.0,4.0,27.0
251,64065593.0,1.0,-73.97303,1.0,13.0,299.0
252,10563051.0,5.0,-73.97298,1.0,1.0,0.0
253,23187157.0,21.0,-73.91723,0.0,1.0,0.0
254,10010083.0,6.0,-73.93553,0.0,1.0,47.0
255,34943122.0,6.0,-73.95808,1.0,2.0,0.0
256,233541916.0,41.0,-74.08401,0.0,1.0,0.0
257,6365575.0,25.0,-73.94144,1.0,1.0,0.0
258,209386156.0,4.0,-73.94107,2.0,9.0,10.0
259,52031734.0,6.0,-73.94986,0.0,1.0,0.0
260,430188.0,12.0,-73.95422,0.0,6.0,185.0
261,263882.0,6.0,-73.91116,1.0,2.0,284.0
262,172756149.0,26.0,-73.98139,1.0,1.0,83.0
263,3447309.0,2.0,-73.95768,0.0,2.0,13.0
264,61003876.0,28.0,-73.95357,1.0,1.0,0.0
265,21064917.0,24.0,-73.95198,1.0,1.0,0.0
266,7353062.0,48.0,-73.99387,1.0,1.0,0.0
267,2101644.0,2.0,-73.94891,1.0,1.0,217.0
268,539364.0,21.0,-73.91048,1.0,1.0,51.0
269,4910820.0,2.0,-73.95687,0.0,1.0,218.0
270,43635876.0,111.0,-73.99268,0.0,1.0,90.0
271,175730239.0,39.0,-73.92871,2.0,12.0,351.0
272,71811779.0,11.0,-74.00298,1.0,1.0,0.0
273,52780335.0,30.0,-73.93715,1.0,1.0,0.0
274,252575404.0,12.0,-73.95842,0.0,1.0,63.0
275,135910220.0,126.0,-73.90669,0.0,1.0,154.0
276,243875619.0,6.0,-73.94625,0.0,2.0,242.0
277,16058022.0,68.0,-73.98041,1.0,1.0,0.0
278,159610596.0,43.0,-74.0054,1.0,6.0,117.0
279,45731391.0,23.0,-73.99054,0.0,3.0,0.0
280,5440087.0,1.0,-73.97239,0.0,2.0,87.0
281,12798614.0,6.0,-73.94153,0.0,3.0,319.0
282,5494184.0,32.0,-73.99728,1.0,1.0,5.0
283,22345627.0,4.0,-73.94071,1.0,1.0,66.0
284,41066327.0,14.0,-74.00147,1.0,1.0,0.0
285,212310107.0,8.0,-73.96163,1.0,1.0,24.0
286,15833732.0,8.0,-73.9657,0.0,1.0,0.0
287,259776956.0,100.0,-73.89553,0.0,5.0,365.0
288,6338590.0,8.0,-73.98601,1.0,1.0,0.0
289,102913031.0,4.0,-73.9398,1.0,1.0,346.0
290,212071658.0,21.0,-73.90361,0.0,5.0,351.0
291,13092234.0,11.0,-74.00831,0.0,1.0,0.0
292,124506693.0,15.0,-73.953,0.0,1.0,223.0
293,19392723.0,4.0,-73.94604,1.0,1.0,8.0
294,32228.0,9.0,-73.99248,1.0,1.0,0.0
295,218936218.0,43.0,-74.01283,1.0,1.0,23.0
296,608700.0,6.0,-73.93497,1.0,1.0,24.0
297,222287033.0,12.0,-73.96555,0.0,5.0,211.0
298,131211034.0,66.0,-73.90646,0.0,1.0,0.0
299,260191397.0,71.0,-73.98728,0.0,7.0,300.0
300,50756378.0,89.0,-74.08513,1.0,7.0,312.0
301,81013659.0,28.0,-73.954,0.0,2.0,275.0
302,21544501.0,21.0,-73.90578,0.0,2.0,250.0
303,11310081.0,12.0,-73.95245,1.0,1.0,0.0
304,17318747.0,28.0,-73.95979,0.0,2.0,82.0
305,237474824.0,10.0,-73.9843,1.0,1.0,28.0
306,100112994.0,25.0,-73.93648,0.0,2.0,37.0
307,59609062.0,12.0,-73.94672,0.0,1.0,0.0
308,103678761.0,26.0,-73.97898,1.0,1.0,0.0
309,47554473.0,20.0,-73.94443,1.0,13.0,69.0
310,32446721.0,162.0,-73.86499,2.0,6.0,365.0
311,128731102.0,4.0,-73.94038,0.0,1.0,0.0
312,263880607.0,7.0,-73.98814,2.0,7.0,362.0
313,9563358.0,1.0,-73.97199,1.0,1.0,4.0
314,745486.0,27.0,-73.99933,1.0,1.0,365.0
315,9339714.0,19.0,-73.98532,1.0,2.0,0.0
316,104386567.0,28.0,-73.94832,1.0,1.0,173.0
317,126034120.0,19.0,-73.97631,0.0,3.0,241.0
318,30467944.0,7.0,-73.99248,0.0,1.0,0.0
319,8703.0,2.0,-73.94227,2.0,1.0,180.0
320,50459536.0,11.0,-74.00312,0.0,1.0,0.0
321,260688089.0,6.0,-73.92362,0.0,2.0,166.0
322,2546411.0,23.0,-73.98832,0.0,1.0,0.0
323,18052038.0,13.0,-73.97813,1.0,1.0,0.0
324,37286422.0,94.0,-73.81327,0.0,1.0,0.0
325,194104396.0,35.0,-73.93565,0.0,1.0,90.0
326,133812877.0,84.0,-73.88916,0.0,3.0,321.0
327,46474221.0,21.0,-73.91934,0.0,1.0,0.0
328,8212880.0,30.0,-73.94314,0.0,1.0,0.0
329,135275978.0,2.0,-73.93886,1.0,1.0,281.0
330,260895008.0,26.0,-73.97609,1.0,1.0,85.0
331,15787004.0,21.0,-73.92296,0.0,5.0,0.0
332,92690603.0,45.0,-73.95832,0.0,1.0,2.0
333,19483885.0,6.0,-73.96147,0.0,2.0,224.0
334,75730551.0,100.0,-73.91154,1.0,1.0,254.0
335,72218656.0,28.0,-73.96031,1.0,1.0,93.0
336,1336370.0,19.0,-73.9797,1.0,1.0,341.0
337,224815152.0,7.0,-73.9971,0.0,8.0,84.0
338,1924750.0,56.0,-73.91438,0.0,2.0,179.0
339,137974.0,6.0,-73.93524,1.0,2.0,170.0
340,10218953.0,2.0,-73.94144,0.0,1.0,4.0
341,1483320.0,53.0,-73.99793,1.0,1.0,0.0
342,8381084.0,102.0,-73.99893,1.0,2.0,8.0
343,43595404.0,6.0,-73.9534,0.0,1.0,0.0
344,6672450.0,77.0,-74.00546,1.0,1.0,128.0
345,36634420.0,30.0,-73.94022,1.0,1.0,0.0
346,178059867.0,37.0,-73.80595,0.0,3.0,345.0
347,1601345.0,12.0,-73.96359,1.0,1.0,92.0
348,8007003.0,11.0,-74.006,1.0,1.0,0.0
349,46019410.0,73.0,-73.95743,1.0,1.0,320.0
350,8986314.0,20.0,-73.95427,0.0,1.0,0.0
351,25344446.0,16.0,-73.97538,0.0,2.0,292.0
352,156843123.0,37.0,-73.80809,0.0,1.0,364.0
353,37579015.0,71.0,-73.98796,1.0,5.0,82.0
354,17011664.0,41.0,-74.08575,1.0,1.0,43.0
355,116236385.0,28.0,-73.94963,0.0,1.0,8.0
356,3054124.0,12.0,-73.96289,1.0,1.0,11.0
357,1689040.0,29.0,-73.96458,1.0,1.0,0.0
358,10759819.0,15.0,-73.95847,1.0,1.0,364.0
359,299236.0,6.0,-73.9405,0.0,1.0,365.0
360,23431638.0,5.0,-73.97763,1.0,1.0,40.0
361,92696117.0,7.0,-73.99185,1.0,1.0,0.0
362,196872053.0,82.0,-73.95901,0.0,2.0,350.0
363,15145474.0,95.0,-73.84726,1.0,4.0,51.0
364,7651028.0,7.0,-73.98589,1.0,1.0,0.0
365,1474508.0,1.0,-73.98847,1.0,1.0,120.0
366,268491219.0,60.0,-73.99557,1.0,1.0,338.0
367,45778782.0,24.0,-73.94852,1.0,1.0,0.0
368,121419684.0,67.0,-73.98858,0.0,1.0,363.0
369,24283455.0,67.0,-73.98359,0.0,2.0,0.0
370,291112.0,14.0,-74.00027,1.0,1.0,348.0
371,2135117.0,17.0,-73.97927,0.0,1.0,55.0
372,4469832.0,23.0,-73.98585,0.0,1.0,35.0
373,49121324.0,3.0,-73.96691,0.0,1.0,0.0
374,28369674.0,12.0,-73.93454,0.0,2.0,127.0
375,10331194.0,6.0,-73.92425,0.0,1.0,0.0
376,9586465.0,7.0,-73.98746,1.0,1.0,261.0
377,6515431.0,12.0,-73.93646,0.0,1.0,0.0
378,173009.0,93.0,-74.0778,1.0,1.0,252.0
379,16593547.0,6.0,-73.92375,1.0,1.0,231.0
380,182989977.0,54.0,-73.93952,0.0,5.0,90.0
381,9761047.0,12.0,-73.96209,0.0,3.0,61.0
382,16970067.0,12.0,-73.94214,0.0,1.0,0.0
383,8792814.0,6.0,-73.94525,1.0,10.0,255.0
384,14563616.0,14.0,-73.99429,1.0,2.0,125.0
385,154128335.0,46.0,-73.81304,0.0,4.0,229.0
386,259261655.0,56.0,-73.91952,1.0,1.0,25.0
387,4296251.0,19.0,-73.98025,0.0,2.0,0.0
388,2052361.0,24.0,-73.95816,1.0,3.0,19.0
389,273536212.0,107.0,-73.74592,0.0,1.0,339.0
390,630519.0,29.0,-73.96683,1.0,1.0,0.0
391,3974249.0,17.0,-73.97475,1.0,1.0,1.0
392,18416898.0,15.0,-73.95342,0.0,1.0,83.0
393,325453.0,15.0,-73.96084,0.0,1.0,0.0
394,154340775.0,1.0,-73.97191,1.0,1.0,0.0
395,138003310.0,124.0,-73.83344,0.0,1.0,335.0
396,144107218.0,54.0,-73.93459,0.0,1.0,316.0
397,264043510.0,152.0,-73.76242,0.0,6.0,365.0
398,3019399.0,13.0,-73.97164,1.0,1.0,4.0
399,26297742.0,8.0,-73.98499,1.0,1.0,118.0
400,161160095.0,8.0,-73.96867,1.0,1.0,4.0
401,3063938.0,6.0,-73.94519,1.0,1.0,0.0
402,69433846.0,28.0,-73.9616,1.0,1.0,0.0
403,36481078.0,27.0,-74.00472,1.0,1.0,247.0
404,4113132.0,81.0,-73.87609,0.0,3.0,208.0
405,90929344.0,56.0,-73.9263,1.0,1.0,2.0
406,151940941.0,30.0,-73.94344,0.0,1.0,251.0
407,260842282.0,106.0,-73.79635,1.0,1.0,348.0
408,157525611.0,2.0,-73.95483,0.0,1.0,0.0
409,243181741.0,60.0,-73.995,1.0,1.0,90.0
410,2086035.0,7.0,-73.99386,1.0,2.0,0.0
411,65574027.0,28.0,-73.94937,1.0,1.0,15.0
412,21464170.0,1.0,-73.97085,0.0,1.0,0.0
413,5120972.0,20.0,-73.95323,1.0,1.0,54.0
414,129317761.0,4.0,-73.94324,0.0,1.0,0.0
415,37888781.0,6.0,-73.92611,1.0,1.0,71.0
416,43283271.0,21.0,-73.92028,0.0,1.0,1.0
417,8314232.0,24.0,-73.95595,1.0,1.0,0.0
418,86327101.0,6.0,-73.91287,0.0,6.0,164.0
419,6274742.0,6.0,-73.95849,1.0,1.0,0.0
420,213426241.0,6.0,-73.95277,1.0,1.0,319.0
421,105270072.0,73.0,-73.96208,1.0,1.0,0.0
422,37579015.0,7.0,-73.99277,0.0,5.0,149.0
423,5679237.0,14.0,-74.00363,1.0,1.0,188.0
424,9572607.0,23.0,-73.99096,1.0,3.0,4.0
425,24517762.0,8.0,-73.96119,0.0,1.0,0.0
426,6787261.0,12.0,-73.95563,0.0,2.0,0.0
427,68762417.0,4.0,-73.94543,0.0,4.0,34.0
428,11861244.0,28.0,-73.96165,0.0,1.0,0.0
429,76407060.0,19.0,-73.98546,1.0,1.0,11.0
430,257879526.0,54.0,-73.93468,0.0,2.0,336.0
431,23732730.0,69.0,-73.84681,1.0,4.0,342.0
432,1478146.0,2.0,-73.9571,1.0,1.0,111.0
433,2762303.0,15.0,-73.95451,1.0,1.0,0.0
434,251852817.0,4.0,-73.94187,2.0,7.0,83.0
435,14666091.0,21.0,-73.92439,0.0,1.0,37.0
436,3508047.0,21.0,-73.93334,0.0,3.0,0.0
437,14103991.0,37.0,-73.81818,0.0,4.0,185.0
438,1439333.0,11.0,-74.00063,1.0,1.0,81.0
439,1647256.0,11.0,-74.00621,1.0,1.0,0.0
440,221645033.0,21.0,-73.91992,0.0,5.0,148.0
441,81093086.0,2.0,-73.93927,0.0,1.0,0.0
442,7894144.0,12.0,-73.95705,0.0,1.0,0.0
443,43339525.0,12.0,-73.94394,1.0,1.0,3.0
444,86078176.0,7.0,-73.98621,0.0,1.0,0.0
445,2282355.0,28.0,-73.95303,1.0,1.0,0.0
446,17598541.0,15.0,-73.92968,0.0,1.0,150.0
447,170223089.0,1.0,-73.97051,1.0,1.0,99.0
448,105367031.0,21.0,-73.90641,1.0,5.0,342.0
449,36119026.0,73.0,-73.95674,1.0,1.0,334.0
450,148544231.0,45.0,-73.95625,0.0,2.0,61.0
451,54645176.0,19.0,-73.97763,0.0,1.0,0.0
452,10795846.0,8.0,-73.97502,0.0,2.0,0.0
453,3912009.0,2.0,-73.94499,0.0,2.0,0.0
454,51151126.0,1.0,-73.98202,0.0,2.0,2.0
455,74982218.0,2.0,-73.95336,0.0,2.0,38.0
456,136646834.0,30.0,-73.93734,0.0,1.0,0.0
457,5944076.0,24.0,-73.95263,0.0,1.0,251.0
458,2505262.0,3.0,-73.96376,1.0,1.0,0.0
459,20283518.0,12.0,-73.94423,0.0,1.0,74.0
460,245314318.0,8.0,-73.98138,0.0,10.0,288.0
461,207661442.0,59.0,-73.89663,0.0,1.0,61.0
462,10478551.0,3.0,-73.96428,0.0,1.0,0.0
