,host_id,neighbourhood_f,longitude,room_type_f,calculated_host_listings_count,availability_365
6380,258589420.0,124.0,-73.83159,0.0,7.0,176.0
6381,32717107.0,38.0,-73.98994,1.0,1.0,194.0
6382,21751476.0,21.0,-73.90579,0.0,1.0,66.0
6383,93598122.0,82.0,-73.96596,0.0,1.0,31.0
6384,75815.0,6.0,-73.92079,1.0,1.0,0.0
6385,127740507.0,2.0,-73.94325,0.0,2.0,48.0
6386,5561136.0,21.0,-73.90977,0.0,1.0,0.0
6387,32052979.0,26.0,-73.98186,0.0,1.0,0.0
6388,89211125.0,103.0,-73.89569,1.0,1.0,322.0
6389,233333162.0,24.0,-73.9514,0.0,1.0,79.0
6390,28626337.0,14.0,-74.00171,0.0,1.0,0.0
6391,16068447.0,19.0,-73.97972,1.0,1.0,0.0
6392,4376062.0,13.0,-73.97182,1.0,1.0,0.0
6393,40828217.0,24.0,-73.94542,0.0,4.0,88.0
6394,9443343.0,49.0,-73.91956,1.0,1.0,271.0
6395,245710234.0,81.0,-73.87183,0.0,4.0,365.0
6396,78441349.0,54.0,-73.94948,0.0,3.0,342.0
6397,3078690.0,12.0,-73.94785,0.0,1.0,0.0
6398,248050046.0,68.0,-73.98585,1.0,1.0,24.0
6399,30196119.0,2.0,-73.9407,1.0,1.0,355.0
6400,156600754.0,99.0,-73.90875,1.0,1.0,0.0
6401,80534927.0,19.0,-73.98335,1.0,1.0,0.0
6402,213604995.0,6.0,-73.93165,0.0,2.0,319.0
6403,64425305.0,187.0,-73.84065,0.0,1.0,129.0
6404,65933105.0,11.0,-74.00404,1.0,1.0,0.0
6405,121352443.0,4.0,-73.95435,0.0,1.0,0.0
6406,183548336.0,4.0,-73.93493,1.0,1.0,74.0
6407,3709185.0,18.0,-73.91765,1.0,1.0,0.0
6408,1338262.0,33.0,-73.99145,1.0,3.0,250.0
6409,5019619.0,9.0,-73.99404,0.0,1.0,0.0
6410,15615036.0,21.0,-73.91402,0.0,2.0,0.0
6411,67987135.0,6.0,-73.93835,1.0,9.0,238.0
6412,10489069.0,8.0,-73.96157,1.0,1.0,0.0
6413,17607084.0,10.0,-73.98353,1.0,1.0,0.0
6414,16430857.0,2.0,-73.94186,1.0,1.0,0.0
6415,18884528.0,16.0,-73.97859,0.0,2.0,0.0
6416,3179968.0,39.0,-73.92439,0.0,1.0,0.0
6417,8288419.0,111.0,-73.99765,0.0,4.0,280.0
6418,35426209.0,56.0,-73.91402,1.0,1.0,0.0
6419,42050222.0,14.0,-73.99978,0.0,1.0,111.0
6420,16151285.0,127.0,-73.84855,0.0,4.0,325.0
6421,3974808.0,49.0,-73.9144,0.0,1.0,0.0
6422,102011406.0,4.0,-73.9476,0.0,1.0,130.0
6423,1354758.0,16.0,-73.98454,1.0,1.0,204.0
6424,208235184.0,20.0,-73.94576,1.0,1.0,12.0
6425,56403037.0,129.0,-73.84975,0.0,3.0,121.0
6426,112799848.0,7.0,-73.98829,0.0,3.0,342.0
6427,187301833.0,27.0,-73.99961,1.0,1.0,37.0
6428,11279503.0,48.0,-73.99555,0.0,1.0,0.0
6429,136962.0,13.0,-73.97019,0.0,1.0,69.0
6430,28248849.0,19.0,-73.98146,1.0,1.0,0.0
6431,1360296.0,70.0,-73.89124,0.0,1.0,2.0
6432,60500199.0,2.0,-73.94243,1.0,1.0,331.0
6433,201884425.0,84.0,-73.87358,1.0,3.0,29.0
6434,74541079.0,15.0,-73.9359,1.0,9.0,72.0
6435,39657176.0,4.0,-73.9398,2.0,1.0,0.0
6436,145727343.0,46.0,-73.79169,0.0,3.0,157.0
6437,28142165.0,2.0,-73.95381,0.0,2.0,127.0
6438,36642844.0,77.0,-74.01038,0.0,1.0,0.0
6439,2563132.0,2.0,-73.9382,0.0,1.0,178.0
6440,3948843.0,13.0,-73.97252,1.0,1.0,18.0
6441,1546439.0,19.0,-73.99036,0.0,1.0,0.0
6442,263732662.0,39.0,-73.92096,0.0,1.0,180.0
6443,2141109.0,8.0,-73.96482,1.0,1.0,0.0
6444,112239929.0,141.0,-73.87925,0.0,1.0,0.0
6445,1522929.0,19.0,-73.98022,0.0,1.0,0.0
6446,46093850.0,6.0,-73.95714,0.0,1.0,311.0
6447,2416454.0,7.0,-73.98962,1.0,1.0,0.0
6448,19580888.0,2.0,-73.95346,1.0,1.0,20.0
6449,33803881.0,43.0,-74.00798,1.0,1.0,0.0
6450,50291368.0,21.0,-73.90598,0.0,1.0,0.0
6451,68138404.0,19.0,-73.98009,0.0,1.0,240.0
6452,172736191.0,94.0,-73.80916,1.0,1.0,57.0
6453,6206040.0,6.0,-73.9294,0.0,8.0,12.0
6454,96379433.0,79.0,-73.99685,2.0,2.0,0.0
6455,4821374.0,28.0,-73.9533,0.0,2.0,186.0
6456,199147185.0,79.0,-73.99511,1.0,5.0,133.0
6457,130618404.0,15.0,-73.94189,1.0,1.0,79.0
6458,212661859.0,8.0,-73.98089,1.0,1.0,0.0
6459,11333699.0,15.0,-73.94536,1.0,1.0,248.0
6460,119634559.0,15.0,-73.95699,0.0,1.0,0.0
6461,20289059.0,28.0,-73.9573,1.0,1.0,248.0
6462,6597437.0,29.0,-73.96755,1.0,1.0,0.0
6463,67567916.0,111.0,-73.99597,2.0,4.0,362.0
6464,176038984.0,1.0,-73.98701,1.0,1.0,208.0
6465,40826687.0,12.0,-73.94238,1.0,1.0,0.0
6466,21886798.0,30.0,-73.93771,1.0,1.0,0.0
6467,1660841.0,24.0,-73.9537,0.0,1.0,0.0
6468,37306329.0,9.0,-73.99328,0.0,1.0,0.0
6469,51446345.0,1.0,-73.9851,1.0,1.0,206.0
6470,267937666.0,7.0,-73.99113,1.0,1.0,186.0
6471,2235105.0,6.0,-73.93456,1.0,1.0,0.0
6472,179384567.0,54.0,-73.9282,1.0,1.0,343.0
6473,158764663.0,15.0,-73.93875,1.0,1.0,325.0
6474,169567256.0,55.0,-74.09268,0.0,1.0,0.0
6475,243129380.0,21.0,-73.90895,0.0,4.0,188.0
6476,18900298.0,20.0,-73.95124,0.0,1.0,0.0
6477,203750889.0,6.0,-73.9451,0.0,3.0,356.0
6478,119706589.0,9.0,-73.99658,1.0,1.0,212.0
6479,191009021.0,8.0,-73.98769,1.0,1.0,14.0
6480,7306239.0,6.0,-73.94349,0.0,1.0,0.0
6481,7109410.0,19.0,-73.97949,0.0,1.0,188.0
6482,20120009.0,21.0,-73.90817,1.0,6.0,241.0
6483,47825300.0,8.0,-73.98974,0.0,1.0,0.0
6484,81503286.0,8.0,-73.97088,1.0,1.0,0.0
6485,5696628.0,6.0,-73.95742,1.0,2.0,23.0
6486,222285897.0,45.0,-73.96491,0.0,4.0,61.0
6487,14291580.0,16.0,-73.97662,0.0,1.0,11.0
6488,18742.0,21.0,-73.92491,1.0,1.0,0.0
6489,35102629.0,14.0,-74.0033,1.0,1.0,331.0
6490,168946125.0,9.0,-73.99841,1.0,1.0,0.0
6491,4427689.0,7.0,-73.98822,0.0,2.0,114.0
6492,5166260.0,54.0,-73.95088,0.0,1.0,34.0
6493,143420714.0,28.0,-73.95365,1.0,1.0,224.0
6494,139357580.0,49.0,-73.90545,0.0,8.0,296.0
6495,12440590.0,12.0,-73.95428,0.0,1.0,0.0
6496,21787440.0,30.0,-73.93735,0.0,2.0,0.0
6497,44145.0,21.0,-73.92745,1.0,2.0,22.0
6498,368528.0,15.0,-73.95141,0.0,1.0,0.0
6499,6544323.0,4.0,-73.94741,1.0,1.0,0.0
6500,2278050.0,8.0,-73.96916,0.0,1.0,188.0
6501,3783926.0,19.0,-73.98293,0.0,1.0,180.0
6502,457976.0,6.0,-73.93951,1.0,1.0,165.0
6503,141742656.0,56.0,-73.91371,1.0,1.0,157.0
6504,35524316.0,7.0,-73.98945,0.0,11.0,1.0
6505,131684478.0,158.0,-74.11707,0.0,3.0,207.0
6506,7985095.0,7.0,-73.99032,1.0,3.0,44.0
6507,21930989.0,8.0,-73.97616,0.0,2.0,251.0
6508,95057247.0,183.0,-73.73441,0.0,1.0,0.0
6509,25880686.0,8.0,-73.97159,0.0,1.0,0.0
6510,201079770.0,6.0,-73.93213,0.0,4.0,167.0
6511,38503320.0,20.0,-73.95248,0.0,1.0,101.0
6512,3604985.0,20.0,-73.95399,0.0,1.0,97.0
6513,24146326.0,56.0,-73.93236,1.0,2.0,248.0
6514,15654962.0,83.0,-73.88984,0.0,1.0,0.0
6515,146988248.0,143.0,-73.82882,1.0,1.0,311.0
6516,33064599.0,8.0,-73.96524,1.0,6.0,337.0
6517,1849974.0,2.0,-73.94363,1.0,2.0,150.0
6518,51756175.0,8.0,-73.9808,0.0,1.0,0.0
6519,11757212.0,21.0,-73.92852,0.0,4.0,280.0
6520,7702854.0,23.0,-73.99268,1.0,1.0,64.0
6521,5960171.0,3.0,-73.96027,1.0,1.0,0.0
6522,225790094.0,54.0,-73.92696,0.0,3.0,83.0
6523,4923567.0,28.0,-73.9535,1.0,1.0,84.0
6524,31658624.0,15.0,-73.9396,0.0,2.0,0.0
6525,20702874.0,16.0,-73.97823,0.0,1.0,4.0
6526,106955062.0,2.0,-73.94935,1.0,1.0,0.0
6527,323517.0,8.0,-73.9652,0.0,2.0,364.0
6528,25161779.0,12.0,-73.95922,1.0,1.0,0.0
6529,230061564.0,19.0,-73.98457,1.0,1.0,332.0
6530,10777592.0,28.0,-73.95307,2.0,1.0,0.0
6531,19531024.0,2.0,-73.94183,1.0,2.0,46.0
6532,28458209.0,2.0,-73.94656,0.0,2.0,203.0
6533,30200529.0,2.0,-73.9443,1.0,1.0,0.0
6534,42954481.0,19.0,-73.98736,0.0,1.0,0.0
6535,52112891.0,19.0,-73.98211,0.0,1.0,0.0
6536,10533750.0,2.0,-73.95516,0.0,1.0,0.0
6537,35649879.0,28.0,-73.96428,1.0,1.0,365.0
6538,204577752.0,12.0,-73.93926,1.0,1.0,7.0
6539,271030049.0,9.0,-73.9982,1.0,1.0,36.0
6540,50084376.0,49.0,-73.90993,0.0,1.0,0.0
6541,9358058.0,12.0,-73.95669,1.0,1.0,35.0
6542,141933.0,16.0,-73.98311,1.0,1.0,2.0
6543,1434340.0,12.0,-73.95435,1.0,1.0,236.0
6544,6046616.0,30.0,-73.94124,1.0,1.0,280.0
6545,17711637.0,0.0,-73.97798,1.0,1.0,0.0
6546,169148493.0,49.0,-73.91188,0.0,1.0,0.0
6547,91364768.0,2.0,-73.9431,0.0,1.0,62.0
6548,258202599.0,4.0,-73.94199,1.0,1.0,0.0
6549,5738733.0,6.0,-73.93751,1.0,2.0,131.0
6550,74697676.0,73.0,-73.96122,0.0,1.0,321.0
6551,23116237.0,1.0,-73.97783,1.0,1.0,364.0
6552,211022699.0,33.0,-73.99272,1.0,1.0,45.0
6553,6372947.0,22.0,-73.95818,1.0,1.0,0.0
6554,74514078.0,30.0,-73.94063,0.0,1.0,33.0
6555,155810605.0,4.0,-73.94915,0.0,2.0,40.0
6556,118137788.0,11.0,-74.00465,0.0,1.0,0.0
6557,97336460.0,21.0,-73.92577,0.0,1.0,0.0
6558,125011763.0,56.0,-73.9078,1.0,2.0,96.0
6559,12722812.0,39.0,-73.92273,0.0,1.0,0.0
6560,39863896.0,15.0,-73.94033,1.0,1.0,208.0
6561,248272030.0,31.0,-73.90295,0.0,1.0,225.0
6562,8635827.0,15.0,-73.95885,1.0,1.0,0.0
6563,19407918.0,27.0,-74.00229,1.0,1.0,5.0
6564,72967204.0,4.0,-73.94868,1.0,1.0,64.0
6565,16308791.0,53.0,-73.99854,1.0,1.0,314.0
6566,155618754.0,30.0,-73.94193,0.0,1.0,0.0
6567,186110692.0,21.0,-73.91908,0.0,1.0,14.0
6568,82143608.0,4.0,-73.94269,0.0,2.0,76.0
6569,23993707.0,31.0,-73.89727,0.0,2.0,0.0
6570,30054890.0,12.0,-73.94952,0.0,2.0,0.0
6571,231281049.0,1.0,-73.98237,0.0,4.0,346.0
6572,139935139.0,2.0,-73.95125,1.0,1.0,0.0
6573,5414067.0,4.0,-73.94009,1.0,2.0,177.0
6574,2977901.0,36.0,-73.99182,1.0,1.0,0.0
6575,260577152.0,1.0,-73.98618,0.0,10.0,360.0
6576,110858930.0,107.0,-73.74546,1.0,1.0,263.0
6577,26415767.0,79.0,-73.99501,1.0,1.0,297.0
6578,50600973.0,21.0,-73.92856,2.0,7.0,0.0
6579,52593429.0,21.0,-73.92521,0.0,2.0,3.0
6580,21499988.0,12.0,-73.95336,0.0,1.0,0.0
6581,18183144.0,22.0,-73.97095,0.0,1.0,90.0
6582,69548489.0,181.0,-73.84664,1.0,1.0,265.0
6583,49519202.0,27.0,-74.00381,0.0,1.0,0.0
6584,4043259.0,20.0,-73.95712,0.0,2.0,120.0
6585,32720219.0,12.0,-73.94333,0.0,2.0,8.0
6586,247335568.0,25.0,-73.94847,1.0,7.0,34.0
6587,48593631.0,34.0,-73.99569,1.0,1.0,0.0
6588,4992804.0,4.0,-73.94793,0.0,1.0,0.0
6589,7271269.0,12.0,-73.94224,1.0,1.0,0.0
6590,7117901.0,20.0,-73.95823,1.0,1.0,0.0
6591,683203.0,29.0,-73.9656,0.0,1.0,0.0
6592,7810471.0,8.0,-73.99076,1.0,1.0,0.0
6593,31121418.0,6.0,-73.94638,1.0,1.0,56.0
6594,163458740.0,27.0,-74.0021,1.0,1.0,187.0
6595,190409.0,42.0,-73.93184,0.0,3.0,353.0
6596,72157489.0,21.0,-73.91599,0.0,2.0,250.0
6597,645887.0,12.0,-73.94699,1.0,2.0,154.0
6598,16278677.0,12.0,-73.93885,1.0,1.0,146.0
6599,15426862.0,11.0,-74.00365,1.0,1.0,13.0
6600,218481230.0,19.0,-73.97791,0.0,1.0,91.0
6601,7576337.0,27.0,-74.00186,1.0,1.0,21.0
6602,121141615.0,44.0,-73.91742,0.0,1.0,0.0
6603,33438428.0,4.0,-73.93979,1.0,1.0,46.0
6604,242924411.0,6.0,-73.95278,1.0,5.0,48.0
6605,5225042.0,11.0,-74.00487,1.0,1.0,0.0
6606,68869481.0,34.0,-73.98991,1.0,1.0,5.0
6607,1276028.0,2.0,-73.95069,0.0,2.0,347.0
6608,5175067.0,7.0,-73.98285,1.0,1.0,0.0
6609,243131091.0,8.0,-73.97778,0.0,1.0,6.0
6610,2881763.0,14.0,-73.99717,1.0,1.0,0.0
6611,983006.0,6.0,-73.95093,0.0,1.0,0.0
6612,2851789.0,9.0,-73.99174,1.0,1.0,1.0
6613,9111709.0,22.0,-73.95629,0.0,1.0,0.0
6614,115741895.0,85.0,-73.75121,0.0,2.0,186.0
6615,23969698.0,116.0,-73.83634,0.0,2.0,0.0
6616,1464880.0,64.0,-73.99575,1.0,1.0,89.0
6617,48088611.0,1.0,-73.98725,1.0,2.0,155.0
6618,1472433.0,12.0,-73.94134,0.0,2.0,10.0
6619,202307843.0,6.0,-73.95096,1.0,1.0,0.0
6620,3167887.0,11.0,-74.00173,1.0,1.0,121.0
6621,47399155.0,77.0,-74.00866,0.0,1.0,0.0
6622,88113848.0,111.0,-73.99216,0.0,2.0,365.0
6623,90315649.0,4.0,-73.94058,1.0,1.0,0.0
6624,139897963.0,24.0,-73.95374,0.0,1.0,159.0
6625,5044922.0,56.0,-73.9268,1.0,1.0,0.0
6626,75710434.0,2.0,-73.95206,1.0,1.0,63.0
6627,51520084.0,6.0,-73.93542,0.0,1.0,0.0
6628,4831239.0,56.0,-73.92878,1.0,1.0,0.0
6629,271401156.0,28.0,-73.95969,2.0,1.0,164.0
6630,334348.0,19.0,-73.97756,1.0,1.0,8.0
6631,3128437.0,56.0,-73.92249,0.0,2.0,89.0
6632,848748.0,20.0,-73.95226,1.0,2.0,127.0
6633,6825747.0,79.0,-73.99619,1.0,1.0,0.0
6634,150647463.0,21.0,-73.9301,0.0,2.0,64.0
6635,23090343.0,19.0,-73.98949,1.0,1.0,8.0
6636,16596651.0,28.0,-73.95104,1.0,1.0,0.0
6637,71211231.0,144.0,-73.89872,0.0,1.0,0.0
6638,38249006.0,6.0,-73.94056,1.0,1.0,17.0
6639,45112353.0,6.0,-73.92296,1.0,1.0,242.0
6640,6787883.0,33.0,-73.9926,0.0,4.0,162.0
6641,7580038.0,2.0,-73.94629,0.0,3.0,292.0
6642,5853457.0,111.0,-73.99732,0.0,4.0,348.0
6643,22894987.0,12.0,-73.94894,1.0,1.0,0.0
6644,80782387.0,68.0,-73.98443,1.0,1.0,0.0
6645,1133299.0,6.0,-73.94765,1.0,1.0,30.0
6646,48275590.0,6.0,-73.92411,1.0,1.0,358.0
6647,1928213.0,18.0,-73.91611,0.0,1.0,0.0
6648,49223549.0,53.0,-73.99695,1.0,1.0,0.0
6649,9585945.0,2.0,-73.94249,1.0,1.0,128.0
6650,60541281.0,15.0,-73.92764,1.0,1.0,84.0
6651,78964994.0,23.0,-73.9858,1.0,1.0,76.0
6652,24835471.0,30.0,-73.94134,0.0,1.0,70.0
6653,2427529.0,3.0,-73.96264,0.0,1.0,0.0
6654,41046343.0,23.0,-73.98769,0.0,1.0,0.0
6655,2486611.0,43.0,-74.00754,1.0,1.0,0.0
6656,110001729.0,2.0,-73.95211,1.0,1.0,35.0
6657,120767920.0,37.0,-73.81205,0.0,10.0,346.0
6658,73826443.0,83.0,-73.88964,0.0,1.0,0.0
6659,71400423.0,23.0,-73.9896,0.0,3.0,0.0
6660,45399701.0,12.0,-73.94572,0.0,1.0,0.0
6661,42951928.0,71.0,-73.9845,0.0,1.0,0.0
6662,210779293.0,111.0,-74.00078,0.0,2.0,59.0
6663,156064588.0,15.0,-73.91144,0.0,1.0,0.0
6664,2513726.0,8.0,-73.97926,1.0,1.0,259.0
6665,43119699.0,28.0,-73.94791,1.0,1.0,0.0
6666,1553230.0,29.0,-73.97113,1.0,1.0,0.0
6667,71838636.0,14.0,-73.99228,1.0,1.0,87.0
6668,6757150.0,71.0,-73.98271,1.0,1.0,0.0
6669,17026738.0,12.0,-73.92739,1.0,1.0,0.0
6670,11136995.0,22.0,-73.96625,0.0,1.0,0.0
6671,30811338.0,6.0,-73.93866,1.0,1.0,209.0
6672,2300366.0,12.0,-73.94163,0.0,2.0,9.0
6673,696306.0,0.0,-73.97932,1.0,1.0,269.0
6674,18625208.0,12.0,-73.95135,0.0,1.0,0.0
6675,30672354.0,50.0,-73.988,0.0,2.0,1.0
6676,16702803.0,15.0,-73.93968,1.0,1.0,0.0
6677,1498951.0,21.0,-73.92061,0.0,1.0,5.0
6678,35783912.0,144.0,-73.89215,0.0,8.0,175.0
6679,258741560.0,43.0,-74.00712,1.0,1.0,212.0
6680,99763169.0,8.0,-73.98464,1.0,1.0,36.0
6681,193889243.0,159.0,-73.75839,1.0,1.0,89.0
6682,2108671.0,6.0,-73.93643,1.0,1.0,0.0
6683,7983308.0,12.0,-73.95486,1.0,1.0,0.0
6684,229709908.0,19.0,-73.98208,1.0,1.0,241.0
6685,218417996.0,13.0,-73.97269,1.0,1.0,268.0
6686,27951037.0,49.0,-73.90754,1.0,2.0,7.0
6687,1700398.0,28.0,-73.95361,1.0,1.0,0.0
6688,1960128.0,95.0,-73.8472,0.0,2.0,364.0
6689,15718962.0,7.0,-73.99407,0.0,1.0,20.0
6690,257569145.0,23.0,-73.98813,0.0,1.0,362.0
6691,44382810.0,1.0,-73.97252,1.0,1.0,0.0
6692,6430105.0,8.0,-73.97764,0.0,1.0,0.0
6693,3560446.0,12.0,-73.95087,1.0,1.0,0.0
6694,9538322.0,11.0,-74.00014,0.0,1.0,63.0
6695,15058648.0,21.0,-73.92805,0.0,3.0,21.0
6696,92237522.0,22.0,-73.95252,0.0,2.0,59.0
6697,79929686.0,28.0,-73.9539,1.0,1.0,0.0
6698,125204273.0,12.0,-73.94684,0.0,1.0,0.0
6699,50015739.0,5.0,-73.98062,1.0,1.0,0.0
6700,17085442.0,13.0,-73.97284,1.0,1.0,0.0
6701,50375092.0,166.0,-74.09197,0.0,3.0,342.0
6702,53432601.0,4.0,-73.95093,0.0,1.0,11.0
6703,154955520.0,28.0,-73.96323,1.0,1.0,35.0
6704,205132904.0,55.0,-74.07929,0.0,2.0,293.0
6705,28400686.0,51.0,-73.94878,0.0,1.0,0.0
6706,2224802.0,12.0,-73.94635,1.0,1.0,0.0
6707,273174.0,77.0,-74.00453,1.0,3.0,207.0
6708,55203569.0,56.0,-73.91433,1.0,1.0,76.0
6709,1395401.0,28.0,-73.9468,1.0,1.0,67.0
6710,1417166.0,6.0,-73.95059,0.0,2.0,33.0
6711,8243983.0,15.0,-73.95033,0.0,1.0,0.0
6712,20754497.0,15.0,-73.94054,0.0,1.0,309.0
6713,71499258.0,8.0,-73.96277,1.0,1.0,4.0
6714,51542781.0,7.0,-73.99256,1.0,1.0,0.0
6715,2596736.0,14.0,-73.99485,1.0,1.0,5.0
6716,65775049.0,3.0,-73.96133,0.0,2.0,6.0
6717,13043852.0,36.0,-73.99825,1.0,1.0,85.0
6718,61042.0,4.0,-73.94121,0.0,6.0,15.0
6719,1098902.0,16.0,-73.98079,1.0,2.0,292.0
6720,6630320.0,12.0,-73.95918,1.0,1.0,0.0
6721,81022597.0,45.0,-73.96357,1.0,1.0,0.0
6722,59765638.0,202.0,-73.7464,1.0,1.0,123.0
6723,69776478.0,19.0,-73.9792,0.0,1.0,0.0
6724,44194869.0,2.0,-73.94149,0.0,1.0,58.0
6725,44948759.0,32.0,-73.99335,1.0,1.0,0.0
6726,259391287.0,4.0,-73.94212,1.0,1.0,268.0
6727,126247863.0,124.0,-73.82204,0.0,2.0,354.0
6728,227195925.0,153.0,-73.84289,1.0,1.0,323.0
6729,12420115.0,23.0,-73.99331,1.0,1.0,0.0
6730,4942658.0,2.0,-73.93884,0.0,1.0,0.0
6731,5498979.0,49.0,-73.90258,0.0,1.0,8.0
6732,33889947.0,27.0,-74.00344,1.0,1.0,0.0
6733,63056614.0,46.0,-73.77769,1.0,1.0,123.0
6734,245474906.0,4.0,-73.94115,1.0,1.0,318.0
6735,260618374.0,71.0,-73.98915,0.0,13.0,356.0
6736,118695056.0,113.0,-73.98613,0.0,2.0,11.0
6737,22780462.0,139.0,-73.81458,1.0,2.0,282.0
6738,7728754.0,15.0,-73.94006,1.0,4.0,256.0
6739,8439929.0,12.0,-73.94259,1.0,1.0,102.0
6740,167043905.0,35.0,-73.93446,0.0,1.0,87.0
6741,5140244.0,8.0,-73.97206,1.0,1.0,0.0
6742,54743212.0,12.0,-73.94297,1.0,1.0,0.0
6743,266833571.0,14.0,-73.99746,1.0,1.0,49.0
6744,79505257.0,191.0,-74.17065,1.0,1.0,88.0
6745,123519201.0,18.0,-73.92623,1.0,2.0,357.0
6746,1483451.0,11.0,-74.00345,1.0,1.0,271.0
6747,19841476.0,4.0,-73.94277,0.0,1.0,0.0
6748,17129810.0,96.0,-74.0046,1.0,5.0,299.0
6749,160373219.0,7.0,-73.98848,1.0,1.0,198.0
6750,9123948.0,6.0,-73.91574,0.0,1.0,0.0
6751,59529529.0,7.0,-73.99403,0.0,6.0,165.0
6752,48891349.0,11.0,-74.00527,1.0,1.0,286.0
6753,12577771.0,6.0,-73.93528,0.0,1.0,0.0
6754,1922762.0,6.0,-73.93618,0.0,1.0,154.0
6755,3630017.0,30.0,-73.94039,0.0,1.0,0.0
6756,196890.0,11.0,-74.00294,1.0,1.0,21.0
6757,197794017.0,136.0,-73.86921,1.0,1.0,10.0
6758,28303435.0,29.0,-73.96931,1.0,1.0,232.0
6759,278576.0,24.0,-73.95071,1.0,2.0,160.0
6760,91268177.0,14.0,-74.00601,1.0,4.0,179.0
6761,16782665.0,33.0,-74.00006,1.0,1.0,0.0
6762,252442970.0,21.0,-73.92293,0.0,1.0,0.0
6763,87553853.0,54.0,-73.93317,0.0,1.0,178.0
6764,13769025.0,6.0,-73.95149,0.0,1.0,220.0
6765,157056254.0,21.0,-73.91933,0.0,1.0,0.0
6766,71857900.0,56.0,-73.93191,0.0,1.0,0.0
6767,22883314.0,12.0,-73.96208,0.0,1.0,42.0
6768,7050972.0,12.0,-73.9463,0.0,1.0,0.0
6769,140338526.0,16.0,-73.98508,0.0,1.0,0.0
6770,34274867.0,30.0,-73.93562,1.0,1.0,319.0
6771,125586920.0,120.0,-73.79056,1.0,1.0,79.0
6772,3541525.0,21.0,-73.91849,0.0,1.0,225.0
6773,270292053.0,14.0,-73.99038,1.0,1.0,345.0
6774,2808971.0,7.0,-73.99358,1.0,1.0,20.0
6775,19920574.0,6.0,-73.9515,1.0,1.0,0.0
6776,188015014.0,6.0,-73.94709,0.0,6.0,150.0
6777,126501524.0,6.0,-73.94135,1.0,3.0,170.0
6778,257997585.0,1.0,-73.97053,0.0,1.0,128.0
6779,1797304.0,7.0,-73.99244,0.0,1.0,239.0
6780,10692401.0,39.0,-73.92471,1.0,1.0,0.0
6781,152883368.0,16.0,-73.97979,0.0,1.0,0.0
6782,30736639.0,21.0,-73.90733,1.0,2.0,77.0
6783,7055854.0,4.0,-73.94215,0.0,5.0,188.0
6784,37821056.0,22.0,-73.95509,0.0,4.0,278.0
6785,53224546.0,30.0,-73.94459,0.0,1.0,0.0
6786,12930988.0,28.0,-73.94974,1.0,1.0,281.0
6787,90658585.0,55.0,-74.08389,0.0,3.0,176.0
6788,106407359.0,2.0,-73.95434,0.0,1.0,3.0
6789,112176192.0,28.0,-73.95288,1.0,1.0,0.0
6790,232725253.0,7.0,-73.99032,1.0,1.0,179.0
6791,212473045.0,24.0,-73.9504,0.0,1.0,0.0
6792,88576580.0,37.0,-73.82212,0.0,2.0,0.0
6793,224317184.0,2.0,-73.94931,0.0,8.0,340.0
6794,36012265.0,12.0,-73.93075,0.0,7.0,310.0
6795,99392252.0,6.0,-73.94526,0.0,4.0,0.0
6796,8137499.0,90.0,-74.02748,0.0,1.0,363.0
6797,112910861.0,159.0,-73.7602,0.0,2.0,124.0
6798,9604972.0,23.0,-73.98893,1.0,1.0,0.0
6799,29513490.0,6.0,-73.93325,1.0,1.0,0.0
6800,3416555.0,14.0,-74.00691,0.0,1.0,311.0
6801,68554866.0,21.0,-73.90713,1.0,1.0,41.0
6802,80788474.0,6.0,-73.95308,1.0,2.0,0.0
6803,25517905.0,8.0,-73.96225,0.0,3.0,251.0
6804,18212957.0,56.0,-73.91622,1.0,1.0,0.0
6805,15129374.0,23.0,-73.98533,1.0,1.0,0.0
6806,153141476.0,94.0,-73.81468,1.0,3.0,40.0
6807,23708009.0,28.0,-73.95175,1.0,1.0,309.0
6808,35645017.0,4.0,-73.94894,0.0,1.0,0.0
6809,168159627.0,12.0,-73.95977,1.0,1.0,253.0
6810,27673980.0,37.0,-73.8333,0.0,8.0,25.0
6811,25321849.0,38.0,-73.98842,1.0,2.0,62.0
6812,125567809.0,16.0,-73.98141,0.0,1.0,0.0
6813,6391001.0,8.0,-73.96496,0.0,1.0,106.0
6814,154363317.0,85.0,-73.76114,1.0,1.0,204.0
6815,267175603.0,1.0,-73.98217,1.0,1.0,23.0
6816,215778245.0,162.0,-73.86687,0.0,6.0,306.0
6817,43282186.0,21.0,-73.92128,1.0,1.0,103.0
6818,1106731.0,62.0,-73.8124,1.0,2.0,0.0
6819,252356839.0,2.0,-73.94482,0.0,2.0,2.0
6820,10797290.0,14.0,-73.99858,1.0,1.0,0.0
6821,24424456.0,22.0,-73.96385,1.0,1.0,167.0
6822,50591290.0,19.0,-73.98097,1.0,1.0,344.0
6823,52559052.0,1.0,-73.98207,1.0,1.0,0.0
6824,256966373.0,41.0,-74.07812,1.0,1.0,201.0
6825,34841020.0,12.0,-73.94906,0.0,1.0,0.0
6826,23116198.0,2.0,-73.94059,0.0,1.0,0.0
6827,193127179.0,8.0,-73.98236,0.0,1.0,133.0
6828,12508991.0,22.0,-73.96273,0.0,1.0,287.0
6829,236432765.0,12.0,-73.95394,0.0,2.0,330.0
